order_id,customer_name,customer_city,restaurant_name,restaurant_city,primary_cuisine,order_date,order_time_slot,veg_season_tag,is_veg_order,item_count,gross_amount,discount_pct,discount_amount,delivery_fee,final_amount,delivery_time_min,rating_given,etl_status
100014,Lakshmi Babu 2148,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-01,Evening,Regular,1,2,200.0,0,0.0,30.0,230.0,30,5.0,CLEANED_DEDUPLICATED
100015,Venkatesh Swaminathan 517,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-01,Morning,Regular,0,3,385.0,0,0.0,0.0,385.0,39,5.0,CLEANED_DEDUPLICATED
100016,Swetha Mudaliar 1900,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-01,Afternoon,Regular,0,2,160.51,0,0.0,30.0,190.51,45,4.0,CLEANED_DEDUPLICATED
100017,Rajesh Mudaliar 535,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-01,Morning,Regular,0,3,451.0,10,45.1,0.0,405.9,26,5.0,CLEANED_DEDUPLICATED
100018,Ganesh Babu 1793,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-01,Evening,Regular,0,5,745.0,10,74.5,0.0,670.5,41,4.0,CLEANED_DEDUPLICATED
100019,Meena Natarajan 554,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-01,Afternoon,Regular,1,4,360.0,0,0.0,0.0,360.0,46,5.0,CLEANED_DEDUPLICATED
100021,Divya Swaminathan 1792,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-01,Afternoon,Regular,0,5,825.0,10,82.5,0.0,742.5,41,4.0,CLEANED_DEDUPLICATED
100022,Ganesh Babu 913,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-01,Evening,Regular,1,1,440.0,10,44.0,0.0,396.0,43,4.0,CLEANED_DEDUPLICATED
100023,Rajesh Mudaliar 2215,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-01,Evening,Regular,0,4,365.0,0,0.0,0.0,365.0,21,4.0,CLEANED_DEDUPLICATED
100024,Meena Natarajan 554,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-01,Afternoon,Regular,1,2,1280.0,10,128.0,0.0,1152.0,36,5.0,CLEANED_DEDUPLICATED
100025,Divya Swaminathan 712,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-01,Evening,Regular,0,5,774.0,10,77.4,0.0,696.6,24,5.0,CLEANED_DEDUPLICATED
100026,Karthik Babu 323,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-01,Evening,Regular,1,2,600.0,10,60.0,0.0,540.0,35,5.0,CLEANED_DEDUPLICATED
100027,Meena Natarajan 554,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-01,Night,Regular,0,3,363.0,0,0.0,0.0,363.0,27,4.0,CLEANED_DEDUPLICATED
100028,Aravind Kumar 1461,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-01,Evening,Regular,0,3,730.0,10,73.0,0.0,657.0,35,4.0,CLEANED_DEDUPLICATED
100029,Kavitha Kumar 1156,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-01,Night,Regular,0,3,567.0,10,56.7,0.0,510.3,34,5.0,CLEANED_DEDUPLICATED
100030,Venkatesh Swaminathan 2117,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-01,Morning,Regular,1,2,105.0,0,0.0,30.0,135.0,19,4.0,CLEANED_DEDUPLICATED
100031,Kavitha Kumar 1496,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-01,Afternoon,Regular,0,3,460.0,10,46.0,0.0,414.0,38,3.0,CLEANED_DEDUPLICATED
100032,Ramesh Swaminathan 1367,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-01,Night,Regular,1,4,495.0,10,49.5,0.0,445.5,33,4.0,CLEANED_DEDUPLICATED
100033,Kavitha Kumar 1476,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-01,Afternoon,Regular,1,1,240.0,0,0.0,30.0,270.0,20,5.0,CLEANED_DEDUPLICATED
100034,Venkatesh Swaminathan 217,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-01,Morning,Regular,1,1,260.0,0,0.0,30.0,290.0,28,4.0,CLEANED_DEDUPLICATED
100035,Vijay Natarajan 609,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-01,Afternoon,Regular,0,6,845.0,10,84.5,0.0,760.5,31,5.0,CLEANED_DEDUPLICATED
100037,Deepa Natarajan 1264,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-01,Afternoon,Regular,1,5,1820.0,10,182.0,0.0,1638.0,42,4.0,CLEANED_DEDUPLICATED
100038,Priya Swaminathan 1002,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-01,Evening,Regular,0,2,244.0,0,0.0,30.0,274.0,19,4.0,CLEANED_DEDUPLICATED
100039,Ramesh Swaminathan 1367,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-01,Night,Regular,0,1,104.0,0,0.0,30.0,134.0,24,5.0,CLEANED_DEDUPLICATED
100040,Deepa Natarajan 2024,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-01,Afternoon,Regular,0,1,299.0,0,0.0,30.0,329.0,20,4.0,CLEANED_DEDUPLICATED
100041,Suresh Kumar 1591,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-01,Afternoon,Regular,1,4,503.0,10,50.3,0.0,452.7,46,5.0,CLEANED_DEDUPLICATED
100042,Divya Swaminathan 452,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-01,Afternoon,Regular,1,2,480.0,10,48.0,0.0,432.0,34,3.0,CLEANED_DEDUPLICATED
100043,Siddharth Mudaliar 205,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-01,Afternoon,Regular,1,4,1145.7600000000002,10,114.58,0.0,1031.18,41,4.0,CLEANED_DEDUPLICATED
100044,Rajesh Mudaliar 1215,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-01,Afternoon,Regular,1,1,129.0,0,0.0,30.0,159.0,36,5.0,CLEANED_DEDUPLICATED
100045,Deepa Natarajan 324,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-01,Night,Regular,1,4,806.0,10,80.6,0.0,725.4,23,5.0,CLEANED_DEDUPLICATED
100046,Siddharth Mudaliar 1145,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-01,Morning,Regular,0,6,1265.0,10,126.5,0.0,1138.5,24,5.0,CLEANED_DEDUPLICATED
100047,Vijay Natarajan 969,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-01,Morning,Regular,1,2,259.0,0,0.0,30.0,289.0,21,3.0,CLEANED_DEDUPLICATED
100048,Rajesh Mudaliar 1115,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Afternoon,Regular,1,2,159.0,0,0.0,30.0,189.0,18,5.0,CLEANED_DEDUPLICATED
100049,Swetha Mudaliar 1220,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-02,Morning,Regular,0,2,330.0,0,0.0,0.0,330.0,26,4.0,CLEANED_DEDUPLICATED
100050,Karthik Babu 503,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-02,Evening,Regular,0,3,390.0,0,0.0,0.0,390.0,44,4.0,CLEANED_DEDUPLICATED
100051,Ramesh Swaminathan 1827,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-02,Morning,Regular,0,1,348.0,0,0.0,0.0,348.0,24,3.0,CLEANED_DEDUPLICATED
100052,Suresh Kumar 2231,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-02,Night,Regular,1,2,222.0,0,0.0,30.0,252.0,34,5.0,CLEANED_DEDUPLICATED
100053,Nandhini Babu 218,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-02,Morning,Regular,1,2,350.0,0,0.0,0.0,350.0,45,5.0,CLEANED_DEDUPLICATED
100054,Bhavana Kumar 286,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-02,Night,Regular,1,2,193.0,0,0.0,30.0,223.0,44,5.0,CLEANED_DEDUPLICATED
100055,Bhavana Kumar 1026,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-02,Evening,Regular,0,1,260.0,0,0.0,30.0,290.0,25,5.0,CLEANED_DEDUPLICATED
100056,Meena Natarajan 1234,Chennai,Lassi Coruscoa,Chennai (Mogappair),Desserts,2025-01-02,Morning,Regular,1,1,155.0,0,0.0,30.0,185.0,35,5.0,CLEANED_DEDUPLICATED
100057,Suresh Kumar 1471,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Afternoon,Regular,1,2,330.0,0,0.0,0.0,330.0,29,4.0,CLEANED_DEDUPLICATED
100058,Siddharth Mudaliar 1085,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-02,Evening,Regular,1,3,320.0,0,0.0,0.0,320.0,20,4.0,CLEANED_DEDUPLICATED
100059,Ananya Mudaliar 2270,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Afternoon,Regular,1,1,140.0,0,0.0,30.0,170.0,19,5.0,CLEANED_DEDUPLICATED
100060,Ganesh Babu 1053,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Afternoon,Regular,1,2,169.0,0,0.0,30.0,199.0,19,4.0,CLEANED_DEDUPLICATED
100061,Ramesh Swaminathan 887,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Evening,Regular,1,4,471.0,10,47.1,0.0,423.9,20,5.0,CLEANED_DEDUPLICATED
100062,Suresh Kumar 291,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-02,Night,Regular,0,3,266.95,0,0.0,30.0,296.95,47,4.0,CLEANED_DEDUPLICATED
100063,Ganesh Babu 753,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-02,Night,Regular,1,3,520.0,10,52.0,0.0,468.0,39,5.0,CLEANED_DEDUPLICATED
100064,Kavitha Kumar 156,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Evening,Regular,1,3,492.0,10,49.2,0.0,442.8,21,5.0,CLEANED_DEDUPLICATED
100065,Siddharth Mudaliar 1125,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-02,Night,Regular,1,1,264.0,0,0.0,30.0,294.0,46,5.0,CLEANED_DEDUPLICATED
100066,Deepa Natarajan 1424,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-02,Evening,Regular,1,1,229.0,0,0.0,30.0,259.0,42,4.0,CLEANED_DEDUPLICATED
100067,Vijay Natarajan 329,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-02,Evening,Regular,0,4,480.0,10,48.0,0.0,432.0,27,3.0,CLEANED_DEDUPLICATED
100068,Rajesh Mudaliar 1615,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-02,Evening,Regular,0,3,210.0,0,0.0,30.0,240.0,42,5.0,CLEANED_DEDUPLICATED
100069,Venkatesh Swaminathan 1417,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-02,Evening,Regular,0,3,844.0,10,84.4,0.0,759.6,29,4.0,CLEANED_DEDUPLICATED
100070,Swetha Mudaliar 1620,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-02,Afternoon,Regular,1,1,420.0,10,42.0,0.0,378.0,29,5.0,CLEANED_DEDUPLICATED
100071,Meena Natarajan 1654,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-02,Evening,Regular,0,2,488.0,10,48.8,0.0,439.2,20,5.0,CLEANED_DEDUPLICATED
100073,Nandhini Babu 1978,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-02,Evening,Regular,0,1,129.0,0,0.0,30.0,159.0,30,4.0,CLEANED_DEDUPLICATED
100074,Priya Swaminathan 1202,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-02,Evening,Regular,0,4,490.0,10,49.0,0.0,441.0,36,4.0,CLEANED_DEDUPLICATED
100075,Nandhini Babu 1918,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-02,Afternoon,Regular,1,2,219.0,0,0.0,30.0,249.0,22,5.0,CLEANED_DEDUPLICATED
100076,Aravind Kumar 1281,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-02,Evening,Regular,1,4,806.0,10,80.6,0.0,725.4,41,5.0,CLEANED_DEDUPLICATED
100077,Priya Swaminathan 1502,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-02,Morning,Regular,1,1,840.0,10,84.0,0.0,756.0,42,5.0,CLEANED_DEDUPLICATED
100078,Vijay Natarajan 1669,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-02,Morning,Regular,1,1,900.0,10,90.0,0.0,810.0,37,5.0,CLEANED_DEDUPLICATED
100079,Venkatesh Swaminathan 597,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-02,Evening,Regular,0,3,963.0,10,96.3,0.0,866.7,35,5.0,CLEANED_DEDUPLICATED
100080,Rajesh Mudaliar 575,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-02,Afternoon,Regular,0,4,920.0,10,92.0,0.0,828.0,18,5.0,CLEANED_DEDUPLICATED
100081,Ramesh Swaminathan 487,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-02,Afternoon,Regular,0,4,519.0,10,51.9,0.0,467.1,29,5.0,CLEANED_DEDUPLICATED
100082,Kavitha Kumar 1756,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-02,Evening,Regular,0,3,722.0,10,72.2,0.0,649.8,19,3.0,CLEANED_DEDUPLICATED
100083,Nandhini Babu 918,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-02,Afternoon,Regular,1,2,330.0,0,0.0,0.0,330.0,21,4.0,CLEANED_DEDUPLICATED
100084,Ananya Mudaliar 570,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-02,Evening,Regular,1,3,677.0,10,67.7,0.0,609.3,35,4.0,CLEANED_DEDUPLICATED
100085,Aravind Kumar 1941,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-02,Afternoon,Regular,1,2,337.0,0,0.0,0.0,337.0,26,3.0,CLEANED_DEDUPLICATED
100086,Lakshmi Babu 608,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-02,Evening,Regular,0,3,683.0,10,68.3,0.0,614.7,44,4.0,CLEANED_DEDUPLICATED
100087,Ramesh Swaminathan 907,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-02,Evening,Regular,1,1,120.0,0,0.0,30.0,150.0,18,4.0,CLEANED_DEDUPLICATED
100088,Bhavana Kumar 1946,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-02,Evening,Regular,0,5,1446.0,10,144.6,0.0,1301.4,37,4.0,CLEANED_DEDUPLICATED
100089,Ganesh Babu 373,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-02,Afternoon,Regular,1,1,109.0,0,0.0,30.0,139.0,43,5.0,CLEANED_DEDUPLICATED
100090,Meena Natarajan 394,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-02,Morning,Regular,1,3,605.0,10,60.5,0.0,544.5,40,4.0,CLEANED_DEDUPLICATED
100091,Ramesh Swaminathan 1647,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-02,Evening,Regular,1,3,770.0,10,77.0,0.0,693.0,39,4.0,CLEANED_DEDUPLICATED
100092,Vijay Natarajan 249,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-02,Afternoon,Regular,1,1,80.0,0,0.0,30.0,110.0,39,5.0,CLEANED_DEDUPLICATED
100093,Lakshmi Babu 2148,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-03,Evening,Regular,1,1,119.0,0,0.0,30.0,149.0,37,4.0,CLEANED_DEDUPLICATED
100094,Ramesh Swaminathan 2247,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-03,Morning,Regular,1,3,676.0,10,67.6,0.0,608.4,32,4.0,CLEANED_DEDUPLICATED
100095,Swetha Mudaliar 2040,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-03,Evening,Regular,1,3,237.0,0,0.0,30.0,267.0,23,5.0,CLEANED_DEDUPLICATED
100096,Priya Swaminathan 2122,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-03,Afternoon,Regular,1,5,562.0,10,56.2,0.0,505.8,20,5.0,CLEANED_DEDUPLICATED
100097,Kavitha Kumar 616,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-03,Afternoon,Regular,1,3,259.0,0,0.0,30.0,289.0,27,5.0,CLEANED_DEDUPLICATED
100098,Nandhini Babu 978,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-03,Morning,Regular,0,3,637.0,10,63.7,0.0,573.3,23,4.0,CLEANED_DEDUPLICATED
100099,Aravind Kumar 1141,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-03,Evening,Regular,0,2,405.0,10,40.5,0.0,364.5,24,4.0,CLEANED_DEDUPLICATED
100100,Ananya Mudaliar 450,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-03,Evening,Regular,0,3,1100.0,10,110.0,0.0,990.0,26,4.0,CLEANED_DEDUPLICATED
100101,Deepa Natarajan 1704,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-03,Night,Regular,0,2,305.0,0,0.0,0.0,305.0,20,4.0,CLEANED_DEDUPLICATED
100102,Venkatesh Swaminathan 1377,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-03,Morning,Regular,0,2,538.0,10,53.8,0.0,484.2,19,4.0,CLEANED_DEDUPLICATED
100103,Karthik Babu 703,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-03,Evening,Regular,0,4,700.0,10,70.0,0.0,630.0,31,5.0,CLEANED_DEDUPLICATED
100104,Rajesh Mudaliar 1495,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-03,Evening,Regular,1,3,335.0,0,0.0,0.0,335.0,27,5.0,CLEANED_DEDUPLICATED
100106,Bhavana Kumar 2226,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-03,Night,Regular,1,1,135.0,0,0.0,30.0,165.0,42,4.0,CLEANED_DEDUPLICATED
100107,Ananya Mudaliar 2170,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-03,Evening,Regular,0,1,328.0,0,0.0,0.0,328.0,18,5.0,CLEANED_DEDUPLICATED
100108,Swetha Mudaliar 1860,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-03,Afternoon,Regular,1,1,229.0,0,0.0,30.0,259.0,31,4.0,CLEANED_DEDUPLICATED
100109,Divya Swaminathan 492,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-03,Evening,Regular,0,3,490.0,10,49.0,0.0,441.0,33,5.0,CLEANED_DEDUPLICATED
100110,Nandhini Babu 2258,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-03,Evening,Regular,0,2,312.0,0,0.0,0.0,312.0,46,4.0,CLEANED_DEDUPLICATED
100111,Ramesh Swaminathan 427,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-03,Afternoon,Regular,0,5,654.0,10,65.4,0.0,588.6,20,4.0,CLEANED_DEDUPLICATED
100112,Ananya Mudaliar 2050,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-03,Afternoon,Regular,1,2,500.0,10,50.0,0.0,450.0,42,5.0,CLEANED_DEDUPLICATED
100114,Lakshmi Babu 1368,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-03,Evening,Regular,0,4,690.0,10,69.0,0.0,621.0,19,3.0,CLEANED_DEDUPLICATED
100115,Priya Swaminathan 1202,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-03,Evening,Regular,0,4,1447.1,10,144.71,0.0,1302.39,19,5.0,CLEANED_DEDUPLICATED
100116,Ananya Mudaliar 1070,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-03,Afternoon,Regular,0,3,411.0,10,41.1,0.0,369.9,32,5.0,CLEANED_DEDUPLICATED
100117,Venkatesh Swaminathan 1477,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-03,Afternoon,Regular,1,3,170.85,0,0.0,30.0,200.85,45,5.0,CLEANED_DEDUPLICATED
100118,Karthik Babu 1263,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-03,Morning,Regular,1,2,156.0,0,0.0,30.0,186.0,45,4.0,CLEANED_DEDUPLICATED
100119,Karthik Babu 1043,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-03,Evening,Regular,1,5,802.0,10,80.2,0.0,721.8,31,5.0,CLEANED_DEDUPLICATED
100120,Deepa Natarajan 144,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-03,Night,Regular,1,1,220.0,0,0.0,30.0,250.0,46,4.0,CLEANED_DEDUPLICATED
100121,Nandhini Babu 1838,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-03,Afternoon,Regular,1,1,110.0,0,0.0,30.0,140.0,23,3.0,CLEANED_DEDUPLICATED
100122,Bhavana Kumar 1126,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-03,Afternoon,Regular,1,4,420.0,10,42.0,0.0,378.0,28,5.0,CLEANED_DEDUPLICATED
100123,Swetha Mudaliar 1880,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-03,Morning,Regular,0,4,595.0,10,59.5,0.0,535.5,45,4.0,CLEANED_DEDUPLICATED
100124,Nandhini Babu 658,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-03,Evening,Regular,1,4,684.0,10,68.4,0.0,615.6,36,5.0,CLEANED_DEDUPLICATED
100125,Divya Swaminathan 432,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-03,Evening,Regular,1,1,260.0,0,0.0,30.0,290.0,19,4.0,CLEANED_DEDUPLICATED
100126,Siddharth Mudaliar 145,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-03,Night,Regular,1,4,960.0,10,96.0,0.0,864.0,19,4.0,CLEANED_DEDUPLICATED
100127,Deepa Natarajan 1704,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-03,Evening,Regular,0,4,1896.19,10,189.62,0.0,1706.57,35,3.0,CLEANED_DEDUPLICATED
100128,Venkatesh Swaminathan 1517,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-03,Morning,Regular,0,3,784.0,10,78.4,0.0,705.6,41,4.0,CLEANED_DEDUPLICATED
100129,Karthik Babu 1043,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-03,Night,Regular,0,3,417.37,10,41.74,0.0,375.63,40,4.0,CLEANED_DEDUPLICATED
100131,Swetha Mudaliar 1740,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-03,Afternoon,Regular,1,4,501.0,10,50.1,0.0,450.9,20,3.0,CLEANED_DEDUPLICATED
100132,Rajesh Mudaliar 1115,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-03,Afternoon,Regular,1,3,418.0,10,41.8,0.0,376.2,45,4.0,CLEANED_DEDUPLICATED
100133,Santhosh Natarajan 1379,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-03,Afternoon,Regular,1,3,313.0,0,0.0,0.0,313.0,36,4.0,CLEANED_DEDUPLICATED
